source, target, type, edgetype
ko:K00876,ko:K04765,ECrel, Relation
ko:K00876,ko:K01119 ko:K08693,ECrel, Relation
ko:K00876,ko:K10213,ECrel, Relation
ko:K00876,ko:K00756,ECrel, Relation
ko:K00876,ko:K01489,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01119 ko:K08693,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K10213,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K00756,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01489,ECrel, Relation
ko:K10213,ko:K01119 ko:K08693,ECrel, Relation
ko:K00756,ko:K01119 ko:K08693,ECrel, Relation
ko:K01489,ko:K01119 ko:K08693,ECrel, Relation
ko:K01489,ko:K10213,ECrel, Relation
ko:K01489,ko:K00756,ECrel, Relation
ko:K01485,ko:K00756,ECrel, Relation
ko:K01485,ko:K10213,ECrel, Relation
ko:K00876,ko:K01119 ko:K08693,ECrel, Relation
ko:K00876,ko:K00757,ECrel, Relation
ko:K00876,ko:K01240,ECrel, Relation
ko:K00876,ko:K01489,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01119 ko:K08693,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K00757,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01240,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01489,ECrel, Relation
ko:K00757,ko:K01119 ko:K08693,ECrel, Relation
ko:K01240,ko:K01119 ko:K08693,ECrel, Relation
ko:K01489,ko:K01119 ko:K08693,ECrel, Relation
ko:K00757,ko:K01489,ECrel, Relation
ko:K01240,ko:K01489,ECrel, Relation
ko:K01119 ko:K08693,ko:K01119 ko:K08693,ECrel, Relation
ko:K00761 ko:K02825,ko:K00757,ECrel, Relation
ko:K00757,ko:K01485,ECrel, Relation
ko:K00757,ko:K00756,ECrel, Relation
ko:K00757,ko:K03783 ko:K03784,ECrel, Relation
ko:K00757,ko:K00758,ECrel, Relation
ko:K00757,ko:K00207,ECrel, Relation
ko:K00757,ko:K17722 ko:K17723,ECrel, Relation
ko:K00757,ko:K01718,ECrel, Relation
ko:K00761 ko:K02825,ko:K01240,ECrel, Relation
ko:K01240,ko:K01485,ECrel, Relation
ko:K01240,ko:K00756,ECrel, Relation
ko:K01240,ko:K03783 ko:K03784,ECrel, Relation
ko:K01240,ko:K00758,ECrel, Relation
ko:K01240,ko:K00207,ECrel, Relation
ko:K01240,ko:K17722 ko:K17723,ECrel, Relation
ko:K01240,ko:K01718,ECrel, Relation
ko:K00761 ko:K02825,ko:K01485,ECrel, Relation
ko:K00761 ko:K02825,ko:K00756,ECrel, Relation
ko:K00761 ko:K02825,ko:K03783 ko:K03784,ECrel, Relation
ko:K00761 ko:K02825,ko:K00758,ECrel, Relation
ko:K00761 ko:K02825,ko:K00207,ECrel, Relation
ko:K00761 ko:K02825,ko:K17722 ko:K17723,ECrel, Relation
ko:K00761 ko:K02825,ko:K01718,ECrel, Relation
ko:K01485,ko:K00756,ECrel, Relation
ko:K01485,ko:K03783 ko:K03784,ECrel, Relation
ko:K01485,ko:K00758,ECrel, Relation
ko:K00207,ko:K01485,ECrel, Relation
ko:K17722 ko:K17723,ko:K01485,ECrel, Relation
ko:K01485,ko:K01718,ECrel, Relation
ko:K00207,ko:K00756,ECrel, Relation
ko:K17722 ko:K17723,ko:K00756,ECrel, Relation
ko:K00756,ko:K01718,ECrel, Relation
ko:K00207,ko:K03783 ko:K03784,ECrel, Relation
ko:K17722 ko:K17723,ko:K03783 ko:K03784,ECrel, Relation
ko:K03783 ko:K03784,ko:K01718,ECrel, Relation
ko:K00207,ko:K00758,ECrel, Relation
ko:K17722 ko:K17723,ko:K00758,ECrel, Relation
ko:K00758,ko:K01718,ECrel, Relation
ko:K00207,ko:K01718,ECrel, Relation
ko:K17722 ko:K17723,ko:K01718,ECrel, Relation
ko:K17722 ko:K17723,ko:K01464,ECrel, Relation
ko:K00207,ko:K01464,ECrel, Relation
ko:K01464,ko:K01431,ECrel, Relation
ko:K01718,ko:K16328 ko:K16330,ECrel, Relation
ko:K01119 ko:K08693,ko:K01119 ko:K08693,ECrel, Relation
ko:K16904,ko:K16904,ECrel, Relation
ko:K01493,ko:K16904,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K16904,ECrel, Relation
ko:K00893 ko:K15519,ko:K16904,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K16904,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K01493,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K00893 ko:K15519,ECrel, Relation
ko:K16904,ko:K01493,ECrel, Relation
ko:K16904,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K16904,ko:K00893 ko:K15519,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01493,ECrel, Relation
ko:K00893 ko:K15519,ko:K01493,ECrel, Relation
ko:K00893 ko:K15519,ko:K01489,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01489,ECrel, Relation
ko:K00857,ko:K01489,ECrel, Relation
ko:K00857,ko:K00756,ECrel, Relation
ko:K00857,ko:K03783 ko:K03784,ECrel, Relation
ko:K00857,ko:K00758,ECrel, Relation
ko:K01489,ko:K00756,ECrel, Relation
ko:K01489,ko:K03783 ko:K03784,ECrel, Relation
ko:K01489,ko:K00758,ECrel, Relation
ko:K01493,ko:K00857,ECrel, Relation
ko:K03465,ko:K01493,ECrel, Relation
ko:K01493,ko:K00560 ko:K13998,ECrel, Relation
ko:K01493,ko:K00943,ECrel, Relation
ko:K01493,ko:K01520,ECrel, Relation
ko:K01493,ko:K01519,ECrel, Relation
ko:K09887,ko:K01493,ECrel, Relation
ko:K03465,ko:K00857,ECrel, Relation
ko:K00857,ko:K00560 ko:K13998,ECrel, Relation
ko:K00943,ko:K00857,ECrel, Relation
ko:K01520,ko:K00857,ECrel, Relation
ko:K00857,ko:K01519,ECrel, Relation
ko:K09887,ko:K00857,ECrel, Relation
ko:K03465,ko:K00943,ECrel, Relation
ko:K03465,ko:K01520,ECrel, Relation
ko:K03465,ko:K01519,ECrel, Relation
ko:K09887,ko:K03465,ECrel, Relation
ko:K00943,ko:K00560 ko:K13998,ECrel, Relation
ko:K01520,ko:K00560 ko:K13998,ECrel, Relation
ko:K00560 ko:K13998,ko:K01519,ECrel, Relation
ko:K09887,ko:K00560 ko:K13998,ECrel, Relation
ko:K01520,ko:K00943,ECrel, Relation
ko:K00943,ko:K01519,ECrel, Relation
ko:K09887,ko:K00943,ECrel, Relation
ko:K09887,ko:K01520,ECrel, Relation
ko:K09887,ko:K01519,ECrel, Relation
ko:K00940 ko:K18533,ko:K00943,ECrel, Relation
ko:K00940 ko:K18533,ko:K00524 ko:K00525 ko:K00526 ko:K10807 ko:K10808,ECrel, Relation
ko:K00943,ko:K00524 ko:K00525 ko:K00526 ko:K10807 ko:K10808,ECrel, Relation
ko:K00527,ko:K01494,ECrel, Relation
ko:K00527,ko:K01519,ECrel, Relation
ko:K00527,ko:K01520,ECrel, Relation
ko:K00527,ko:K00940 ko:K18533,ECrel, Relation
ko:K01494,ko:K01519,ECrel, Relation
ko:K01494,ko:K01520,ECrel, Relation
ko:K01494,ko:K00940 ko:K18533,ECrel, Relation
ko:K00940 ko:K18533,ko:K01519,ECrel, Relation
ko:K01520,ko:K00940 ko:K18533,ECrel, Relation
ko:K02335 ko:K02319 ko:K02322 ko:K02323 ko:K02337 ko:K03763 ko:K02338 ko:K02343 ko:K02340 ko:K02341 ko:K02342 ko:K14159 ko:K02345 ko:K02339 ko:K02344 ko:K02320 ko:K02321 ko:K02684 ko:K02685 ko:K02327 ko:K02328 ko:K03504 ko:K03505 ko:K02324 ko:K02325 ko:K02326 ko:K03506,ko:K00940 ko:K18533,ECrel, Relation
ko:K02335 ko:K02319 ko:K02322 ko:K02323 ko:K02337 ko:K03763 ko:K02338 ko:K02343 ko:K02340 ko:K02341 ko:K02342 ko:K14159 ko:K02345 ko:K02339 ko:K02344 ko:K02320 ko:K02321 ko:K02684 ko:K02685 ko:K02327 ko:K02328 ko:K03504 ko:K03505 ko:K02324 ko:K02325 ko:K02326 ko:K03506,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K00940 ko:K18533,ko:K00943,ECrel, Relation
ko:K00940 ko:K18533,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K00943,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K00560 ko:K13998,ko:K00943,ECrel, Relation
ko:K03465,ko:K00943,ECrel, Relation
ko:K00943,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K00943,ko:K00857,ECrel, Relation
ko:K00560 ko:K13998,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K03465,ko:K01510 ko:K14641 ko:K14642,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K01510 ko:K14641 ko:K14642,ko:K00857,ECrel, Relation
ko:K00560 ko:K13998,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K00560 ko:K13998,ko:K00857,ECrel, Relation
ko:K03465,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K03465,ko:K00857,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K08728,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K00758,ECrel, Relation
ko:K00857,ko:K08728,ECrel, Relation
ko:K00857,ko:K00758,ECrel, Relation
ko:K08728,ko:K00207,ECrel, Relation
ko:K08728,ko:K17722 ko:K17723,ECrel, Relation
ko:K08728,ko:K01485,ECrel, Relation
ko:K00758,ko:K00207,ECrel, Relation
ko:K00758,ko:K17722 ko:K17723,ECrel, Relation
ko:K00758,ko:K01485,ECrel, Relation
ko:K01485,ko:K00207,ECrel, Relation
ko:K01485,ko:K17722 ko:K17723,ECrel, Relation
ko:K17722 ko:K17723,ko:K01464,ECrel, Relation
ko:K00207,ko:K01464,ECrel, Relation
ko:K01464,ko:K01431,ECrel, Relation
ko:K01494,ko:K02335 ko:K02319 ko:K02322 ko:K02323 ko:K02337 ko:K03763 ko:K02338 ko:K02343 ko:K02340 ko:K02341 ko:K02342 ko:K14159 ko:K02345 ko:K02339 ko:K02344 ko:K02320 ko:K02321 ko:K02684 ko:K02685 ko:K02327 ko:K02328 ko:K03504 ko:K03505 ko:K02324 ko:K02325 ko:K02326 ko:K03506,ECrel, Relation
ko:K09887,ko:K02335 ko:K02319 ko:K02322 ko:K02323 ko:K02337 ko:K03763 ko:K02338 ko:K02343 ko:K02340 ko:K02341 ko:K02342 ko:K14159 ko:K02345 ko:K02339 ko:K02344 ko:K02320 ko:K02321 ko:K02684 ko:K02685 ko:K02327 ko:K02328 ko:K03504 ko:K03505 ko:K02324 ko:K02325 ko:K02326 ko:K03506,ECrel, Relation
ko:K02335 ko:K02319 ko:K02322 ko:K02323 ko:K02337 ko:K03763 ko:K02338 ko:K02343 ko:K02340 ko:K02341 ko:K02342 ko:K14159 ko:K02345 ko:K02339 ko:K02344 ko:K02320 ko:K02321 ko:K02684 ko:K02685 ko:K02327 ko:K02328 ko:K03504 ko:K03505 ko:K02324 ko:K02325 ko:K02326 ko:K03506,ko:K16904,ECrel, Relation
ko:K00940 ko:K18533,ko:K02335 ko:K02319 ko:K02322 ko:K02323 ko:K02337 ko:K03763 ko:K02338 ko:K02343 ko:K02340 ko:K02341 ko:K02342 ko:K14159 ko:K02345 ko:K02339 ko:K02344 ko:K02320 ko:K02321 ko:K02684 ko:K02685 ko:K02327 ko:K02328 ko:K03504 ko:K03505 ko:K02324 ko:K02325 ko:K02326 ko:K03506,ECrel, Relation
ko:K00527,ko:K02335 ko:K02319 ko:K02322 ko:K02323 ko:K02337 ko:K03763 ko:K02338 ko:K02343 ko:K02340 ko:K02341 ko:K02342 ko:K14159 ko:K02345 ko:K02339 ko:K02344 ko:K02320 ko:K02321 ko:K02684 ko:K02685 ko:K02327 ko:K02328 ko:K03504 ko:K03505 ko:K02324 ko:K02325 ko:K02326 ko:K03506,ECrel, Relation
ko:K09887,ko:K01494,ECrel, Relation
ko:K01494,ko:K16904,ECrel, Relation
ko:K00940 ko:K18533,ko:K01494,ECrel, Relation
ko:K00527,ko:K01494,ECrel, Relation
ko:K09887,ko:K16904,ECrel, Relation
ko:K09887,ko:K00940 ko:K18533,ECrel, Relation
ko:K09887,ko:K00527,ECrel, Relation
ko:K00940 ko:K18533,ko:K16904,ECrel, Relation
ko:K00527,ko:K16904,ECrel, Relation
ko:K00527,ko:K00940 ko:K18533,ECrel, Relation
ko:K13421 ko:K00762,path:ko00030,maplink, Relation
ko:K11540 ko:K11541 ko:K01954 ko:K01955 ko:K01956,path:ko00250,maplink, Relation
ko:K11540 ko:K11541 ko:K00609 ko:K00610 ko:K00608,path:ko00220,maplink, Relation
ko:K11540 ko:K11541 ko:K01954 ko:K01955 ko:K01956,path:ko00220,maplink, Relation
ko:K01431,path:ko00410,maplink, Relation
ko:K01431,path:ko00280,maplink, Relation
ko:K09018 ko:K09024,ko:K09020,ECrel, Relation
ko:K09020,ko:K09021,ECrel, Relation
ko:K09021,ko:K09023,ECrel, Relation
ko:K09023,ko:K16066,ECrel, Relation
ko:K09023,ko:K09019,ECrel, Relation
ko:K00757,ko:K09018 ko:K09024,ECrel, Relation
ko:K01240,ko:K09018 ko:K09024,ECrel, Relation
ko:K00761 ko:K02825,ko:K09018 ko:K09024,ECrel, Relation
ko:K01485,ko:K09018 ko:K09024,ECrel, Relation
ko:K00756,ko:K09018 ko:K09024,ECrel, Relation
ko:K03783 ko:K03784,ko:K09018 ko:K09024,ECrel, Relation
ko:K00758,ko:K09018 ko:K09024,ECrel, Relation
ko:K09018 ko:K09024,ko:K00207,ECrel, Relation
ko:K09018 ko:K09024,ko:K17722 ko:K17723,ECrel, Relation
ko:K09018 ko:K09024,ko:K01718,ECrel, Relation
ko:K09020,ko:K09021,ECrel, Relation
ko:K09020,ko:K09023,ECrel, Relation
ko:K16329 ko:K16330,ko:K17722 ko:K17723,ECrel, Relation
ko:K16329 ko:K16330,ko:K00757,ECrel, Relation
ko:K16329 ko:K16330,ko:K00761 ko:K02825,ECrel, Relation
ko:K16329 ko:K16330,ko:K01485,ECrel, Relation
ko:K16329 ko:K16330,ko:K09018 ko:K09024,ECrel, Relation
ko:K16329 ko:K16330,ko:K00756,ECrel, Relation
ko:K16329 ko:K16330,ko:K00207,ECrel, Relation
ko:K16329 ko:K16330,ko:K01240,ECrel, Relation
ko:K16329 ko:K16330,ko:K03783 ko:K03784,ECrel, Relation
ko:K16329 ko:K16330,ko:K00758,ECrel, Relation
ko:K16329 ko:K16330,ko:K16328 ko:K16330,ECrel, Relation
ko:K01489,ko:K00757,ECrel, Relation
ko:K00857,ko:K00757,ECrel, Relation
ko:K01240,ko:K00757,ECrel, Relation
ko:K00757,ko:K09018 ko:K09024,ECrel, Relation
ko:K00757,ko:K01485,ECrel, Relation
ko:K00757,ko:K00207,ECrel, Relation
ko:K00757,ko:K17722 ko:K17723,ECrel, Relation
ko:K00757,ko:K16329 ko:K16330,ECrel, Relation
ko:K00757,ko:K01718,ECrel, Relation
ko:K00757,ko:K00761 ko:K02825,ECrel, Relation
ko:K01493,ko:K13800 ko:K13809 ko:K00945 ko:K13799,ECrel, Relation
ko:K01493,ko:K16904,ECrel, Relation
ko:K13800 ko:K13809 ko:K00945 ko:K13799,ko:K16904,ECrel, Relation
ko:K00560 ko:K13998,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K00943,ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K09887,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01519,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01520,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K03465,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01493,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K01489,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K00756,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K03783 ko:K03784,ECrel, Relation
ko:K00756,ko:K03783 ko:K03784,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K00757,ECrel, Relation
ko:K01081 ko:K03787 ko:K08723 ko:K11751 ko:K08693,ko:K00758,ECrel, Relation
cpd:C00015 cpd:C00342 ,cpd:C01346 cpd:C00343 ,irreversible, Reaction
cpd:C00105 ,cpd:C00015 ,reversible, Reaction
cpd:C00458 ,cpd:C00365 ,irreversible, Reaction
cpd:C00365 ,cpd:C00364 ,irreversible, Reaction
cpd:C00064 ,cpd:C00169 ,irreversible, Reaction
cpd:C00169 ,cpd:C00438 ,irreversible, Reaction
cpd:C00337 ,cpd:C00438 ,reversible, Reaction
cpd:C00337 ,cpd:C00295 ,reversible, Reaction
cpd:C00337 ,cpd:C00295 ,reversible, Reaction
cpd:C01103 ,cpd:C00119 cpd:C00295 ,reversible, Reaction
cpd:C00046 ,cpd:C00015 ,reversible, Reaction
cpd:C00075 ,cpd:C00046 ,reversible, Reaction
cpd:C00015 ,cpd:C00075 ,reversible, Reaction
cpd:C00105 ,cpd:C00015 ,reversible, Reaction
cpd:C00063 ,cpd:C00075 ,irreversible, Reaction
cpd:C00075 ,cpd:C00063 ,irreversible, Reaction
cpd:C00075 ,cpd:C00015 ,irreversible, Reaction
cpd:C00015 ,cpd:C00105 ,irreversible, Reaction
cpd:C00015 ,cpd:C00105 ,irreversible, Reaction
cpd:C00105 ,cpd:C00106 ,reversible, Reaction
cpd:C00299 ,cpd:C00105 ,irreversible, Reaction
cpd:C00105 ,cpd:C00299 ,irreversible, Reaction
cpd:C00299 ,cpd:C00106 ,reversible, Reaction
cpd:C00299 ,cpd:C00106 ,irreversible, Reaction
cpd:C00429 ,cpd:C00106 ,reversible, Reaction
cpd:C00429 ,cpd:C00106 ,reversible, Reaction
cpd:C00429 ,cpd:C02642 ,reversible, Reaction
cpd:C02642 ,cpd:C00099 ,irreversible, Reaction
cpd:C00063 ,cpd:C00046 ,reversible, Reaction
cpd:C00046 ,cpd:C00112 ,reversible, Reaction
cpd:C00063 ,cpd:C00112 ,irreversible, Reaction
cpd:C00112 ,cpd:C00063 ,reversible, Reaction
cpd:C00112 ,cpd:C00055 ,irreversible, Reaction
cpd:C00055 ,cpd:C00112 ,reversible, Reaction
cpd:C00475 ,cpd:C00055 ,irreversible, Reaction
cpd:C00055 ,cpd:C00475 ,irreversible, Reaction
cpd:C00475 ,cpd:C00299 ,irreversible, Reaction
cpd:C00380 ,cpd:C00106 ,irreversible, Reaction
cpd:C00380 ,cpd:C00475 ,irreversible, Reaction
cpd:C00475 ,cpd:C00380 ,irreversible, Reaction
cpd:C00343 ,cpd:C00342 ,irreversible, Reaction
cpd:C00342 cpd:C00342 ,cpd:C00343 ,irreversible, Reaction
cpd:C00343 ,cpd:C00342 ,irreversible, Reaction
cpd:C00342 cpd:C00063 ,cpd:C00343 cpd:C00458 ,irreversible, Reaction
cpd:C00343 ,cpd:C00342 cpd:C00342 ,irreversible, Reaction
cpd:C00112 cpd:C00342 ,cpd:C00343 cpd:C00705 ,irreversible, Reaction
cpd:C00705 ,cpd:C00458 ,reversible, Reaction
cpd:C00458 ,cpd:C00460 ,irreversible, Reaction
cpd:C00458 ,cpd:C00039 ,reversible, Reaction
cpd:C00239 ,cpd:C00705 ,irreversible, Reaction
cpd:C00458 ,cpd:C00239 ,irreversible, Reaction
cpd:C00881 ,cpd:C00239 ,irreversible, Reaction
cpd:C00239 ,cpd:C00881 ,irreversible, Reaction
cpd:C00239 ,cpd:C00365 ,irreversible, Reaction
cpd:C00460 ,cpd:C00365 ,irreversible, Reaction
cpd:C01346 ,cpd:C00460 ,reversible, Reaction
cpd:C00365 ,cpd:C01346 ,reversible, Reaction
cpd:C00526 ,cpd:C00365 ,irreversible, Reaction
cpd:C00881 ,cpd:C00526 ,irreversible, Reaction
cpd:C00526 ,cpd:C00106 ,reversible, Reaction
cpd:C00526 ,cpd:C00106 ,irreversible, Reaction
cpd:C00526 ,cpd:C00106 ,irreversible, Reaction
cpd:C00343 ,cpd:C00342 ,irreversible, Reaction
cpd:C00365 ,cpd:C00364 ,irreversible, Reaction
cpd:C00459 ,cpd:C00039 ,reversible, Reaction
cpd:C00363 ,cpd:C00459 ,reversible, Reaction
cpd:C00459 ,cpd:C00363 ,irreversible, Reaction
cpd:C00364 ,cpd:C00363 ,reversible, Reaction
cpd:C00363 ,cpd:C00364 ,irreversible, Reaction
cpd:C00364 ,cpd:C00214 ,irreversible, Reaction
cpd:C00214 ,cpd:C00364 ,irreversible, Reaction
cpd:C00214 ,cpd:C00178 ,reversible, Reaction
cpd:C00214 ,cpd:C00178 cpd:C00672 ,irreversible, Reaction
cpd:C02376 ,cpd:C00178 ,reversible, Reaction
cpd:C00906 ,cpd:C00178 ,reversible, Reaction
cpd:C00906 ,cpd:C00178 ,reversible, Reaction
cpd:C00906 ,cpd:C05100 ,reversible, Reaction
cpd:C05100 ,cpd:C05145 ,irreversible, Reaction
cpd:C00337 ,cpd:C00295 ,reversible, Reaction
cpd:C00705 ,cpd:C00239 ,irreversible, Reaction
cpd:C00106 ,cpd:C01168 ,reversible, Reaction
cpd:C02067 ,cpd:C01168 ,irreversible, Reaction
cpd:C01103 ,cpd:C00105 ,irreversible, Reaction
cpd:C00029 ,cpd:C00105 ,irreversible, Reaction
cpd:C00075 ,cpd:C00105 ,irreversible, Reaction
cpd:C01368 ,cpd:C00299 ,irreversible, Reaction
cpd:C02355 ,cpd:C01368 ,irreversible, Reaction
cpd:C00075 ,cpd:C00105 ,irreversible, Reaction
cpd:C00063 ,cpd:C00055 ,irreversible, Reaction
cpd:C05822 ,cpd:C00475 ,irreversible, Reaction
cpd:C02354 ,cpd:C05822 ,irreversible, Reaction
cpd:C00460 ,cpd:C00365 ,irreversible, Reaction
cpd:C06198 ,cpd:C00075 ,irreversible, Reaction
cpd:C20254 ,cpd:C01563 cpd:C20253 ,irreversible, Reaction
cpd:C00222 ,cpd:C01013 ,irreversible, Reaction
cpd:C20253 ,cpd:C00222 ,irreversible, Reaction
cpd:C20249 ,cpd:C20253 ,irreversible, Reaction
cpd:C00222 ,cpd:C01013 ,irreversible, Reaction
cpd:C20231 ,cpd:C20249 cpd:C01563 ,irreversible, Reaction
cpd:C00106 ,cpd:C20231 ,irreversible, Reaction
cpd:C00106 ,cpd:C01168 ,reversible, Reaction
cpd:C00526 ,cpd:C00106 ,reversible, Reaction
cpd:C00365 ,cpd:C00526 ,irreversible, Reaction
ko:K10678 ko:K10679 ko:K10680,ko:K10678 ko:K10679 ko:K10680,ECrel, Relation
ko:K00622,ko:K06281 ko:K06282,ECrel, Relation
ko:K00622,ko:K03518 ko:K03519 ko:K03520 ko:K00198 ko:K00196,ECrel, Relation
ko:K00622,ko:K00169 ko:K00170 ko:K00172 ko:K00171,ECrel, Relation
ko:K11180 ko:K11181,ko:K06281 ko:K06282,ECrel, Relation
ko:K11180 ko:K11181,ko:K03518 ko:K03519 ko:K03520 ko:K00198 ko:K00196,ECrel, Relation
ko:K11180 ko:K11181,ko:K00169 ko:K00170 ko:K00172 ko:K00171,ECrel, Relation
cpd:C16396 ,cpd:C16420 ,irreversible, Reaction
cpd:C16399 ,cpd:C16400 ,irreversible, Reaction
cpd:C16396 ,cpd:C16399 ,irreversible, Reaction
cpd:C16396 ,cpd:C16399 ,irreversible, Reaction
cpd:C16396 ,cpd:C16399 ,irreversible, Reaction
cpd:C16391 ,cpd:C16393 ,irreversible, Reaction
cpd:C16391 ,cpd:C16392 ,irreversible, Reaction
ko:K07252,ko:K00902,ECrel, Relation
ko:K00729,ko:K00902,ECrel, Relation
undefined,ko:K00902,ECrel, Relation
ko:K01001,ko:K00902,ECrel, Relation
ko:K07252,ko:K00729,ECrel, Relation
ko:K07252,undefined,ECrel, Relation
ko:K07252,ko:K01001,ECrel, Relation
ko:K00729,undefined,ECrel, Relation
ko:K00729,ko:K01001,ECrel, Relation
undefined,ko:K01001,ECrel, Relation
ko:K03845,undefined,ECrel, Relation
ko:K03848,ko:K00729,ECrel, Relation
ko:K03842,undefined,ECrel, Relation
ko:K07252,undefined,ECrel, Relation
ko:K03843,ko:K03842,ECrel, Relation
ko:K03844,ko:K03843,ECrel, Relation
ko:K03845,ko:K03844,ECrel, Relation
ko:K03847,ko:K03846,ECrel, Relation
ko:K03848,ko:K03846,ECrel, Relation
ko:K03850,undefined,ECrel, Relation
ko:K01228,undefined,ECrel, Relation
ko:K05546,ko:K01228,ECrel, Relation
ko:K00726,ko:K01230,ECrel, Relation
ko:K01231,ko:K00726,ECrel, Relation
ko:K00736,ko:K01231,ECrel, Relation
ko:K00737,ko:K00736,ECrel, Relation
ko:K00736,ko:K00738,ECrel, Relation
ko:K00717,ko:K00736,ECrel, Relation
ko:K00737,ko:K00738,ECrel, Relation
ko:K00717,ko:K00737,ECrel, Relation
ko:K00717,ko:K00738,ECrel, Relation
ko:K00717,ko:K07966 ko:K07967 ko:K07968,ECrel, Relation
ko:K07966 ko:K07967 ko:K07968,ko:K00778 ko:K00779,ECrel, Relation
ko:K00744 ko:K09661,ko:K00738,ECrel, Relation
ko:K00744 ko:K09661,ko:K13748,ECrel, Relation
ko:K03846,ko:K03845,ECrel, Relation
ko:K03847,ko:K03846,ECrel, Relation
ko:K03849,ko:K03848,ECrel, Relation
ko:K03850,ko:K03849,ECrel, Relation
ko:K01001,undefined,ECrel, Relation
ko:K03842,undefined,ECrel, Relation
undefined,path:ko00563,maplink, Relation
ko:K03845,path:ko00563,maplink, Relation
undefined,path:ko00051,maplink, Relation
ko:K03842,path:ko00051,maplink, Relation
ko:K01230,path:ko00513,maplink, Relation
ko:K00736,path:ko00533,maplink, Relation
ko:K00737,path:ko00533,maplink, Relation
ko:K00738,path:ko00533,maplink, Relation
ko:K00717,path:ko00533,maplink, Relation
ko:K00737,path:ko00511,maplink, Relation
ko:K00778 ko:K00779,path:ko00511,maplink, Relation
ko:K07252,path:ko00900,maplink, Relation
undefined,path:ko00900,maplink, Relation
ko:K05546,ko:K01230,ECrel, Relation
ko:K05546,path:ko00513,maplink, Relation
gl:G00001 ,gl:G00002 ,irreversible, Reaction
cpd:C00110 cpd:C00096 ,cpd:C03862 ,irreversible, Reaction
cpd:C00110 cpd:C00096 ,cpd:C03862 ,irreversible, Reaction
